Date,IEF
2009-07-24,-0.43308864009356907
2009-07-27,0.4192819816855081
2009-07-28,0.43795972802760197
2009-07-29,0.4391796555373043
2009-07-30,-0.35603664113578426
2009-07-31,0.4646855555393674
2009-08-03,-0.5071028542371045
2009-08-04,0.5437636501983608
2009-08-05,-0.4347693438198029
2009-08-06,0.42676869789985455
2009-08-07,-0.3206027707858622
2009-08-10,0.31370593827046567
2009-08-11,0.38300134270361735
2009-08-12,-0.4032402503767376
2009-08-13,-0.4793525796892718
2009-08-14,0.5681445772593987
2009-08-17,-0.5629073356722478
2009-08-18,-0.5159226173070498
2009-08-19,0.5672918528566344
2009-08-20,-0.5391941926205738
2009-08-21,0.6159638044925815
2009-08-24,-0.5729658268647956
2009-08-25,0.6337910955104675
2009-08-26,-0.6463862209904644
2009-08-27,-0.6217366924565382
2009-08-28,0.6285319531903153
2009-08-31,0.656622222959567
2009-09-01,-0.6441562946233966
2009-09-02,0.6249395277996008
2009-09-03,-0.6601802587077013
2009-09-04,-0.6400164607935688
2009-09-07,0.6400164607935688
2009-09-08,-0.6968231264001693
2009-09-09,0.689785399496935
2009-09-10,0.7460628159479095
2009-09-11,0.8146679104319856
2009-09-14,-0.7727436611846183
2009-09-15,-0.7195638724554193
2009-09-16,0.8031916389009943
2009-09-17,-0.7867786889780501
2009-09-18,0.8164160136229003
2009-09-21,-0.7509186711031621
2009-09-22,-0.7748039754872403
2009-09-23,0.7835531133569527
2009-09-24,0.8045509724373526
2009-09-25,-0.7735935777955213
2009-09-28,-0.772851112442962
2009-09-29,-0.7615517995272744
2009-09-30,0.7516279882271917
2009-10-01,0.7627039663350625
2009-10-02,0.8001346089442966
2009-10-05,-0.786241292413261
2009-10-06,-0.8192854335968467
2009-10-07,0.8514127088140817
2009-10-08,0.9160771903870619
2009-10-09,-0.8611222353901453
2009-10-12,0.8384092806010002
2009-10-13,0.9502070927160774
2009-10-14,-0.9144554520731829
2009-10-15,0.9435423624924132
2009-10-16,0.9277249369040975
2009-10-19,-0.930202618994441
2009-10-20,0.9844679512155863
2009-10-21,-0.9671713012945491
2009-10-22,-0.0
2009-10-23,0.9507764030158452
2009-10-26,-0.9023805003829511
2009-10-27,0.8436293933015839
2009-10-28,0.8928262167165377
2009-10-29,-0.8799373506908605
2009-10-30,0.9530251054557262
2009-11-02,-0.8623676315647373
2009-11-03,0.8480272720916903
2009-11-04,-0.8562162272503044
2009-11-05,0.9018018028433895
2009-11-06,0.9697456687094343
2009-11-09,-1.0009895254186159
2009-11-10,1.0492979610895015
2009-11-11,-1.0816365837904678
2009-11-12,-1.0637005821857277
2009-11-13,1.0578194868220883
2009-11-16,1.0928230775038903
2009-11-17,-1.1386038209384557
2009-11-18,-1.1715423230769457
2009-11-19,-1.1931246125539285
2009-11-20,-0.0
2009-11-23,-1.1577347169032417
2009-11-24,1.1861464209944446
2009-11-25,-1.2320357233746217
2009-11-26,-1.2320357233746217
2009-11-27,1.2565050057039322
2009-11-30,-1.2660025541359783
2009-12-01,-1.1567339723716998
2009-12-02,-1.1166774131076973
2009-12-03,-1.0457117366147446
2009-12-04,0.9573181515965766
2009-12-07,0.9341095386353228
2009-12-08,1.016134144695351
2009-12-09,-0.9978167280088257
2009-12-10,-0.9713421161912418
2009-12-11,-0.924378640641146
2009-12-14,0.9272015620001149
2009-12-15,-0.8207754512613756
2009-12-16,0.8484619018132149
2009-12-17,0.8730754049833472
2009-12-18,-0.8596036501819266
2009-12-21,-0.8146887815842198
2009-12-22,-0.71298858366697
2009-12-23,0.7126949820345785
2009-12-24,-0.6936208249097221
2009-12-25,0.6936208249097221
2009-12-28,-0.6377971073641003
2009-12-29,0.5645952213932757
2009-12-30,0.5902358130405511
2009-12-31,-0.5899419750968655
2010-01-01,0.5899419750968655
2010-01-04,0.6033924619845067
2010-01-05,0.7067172168218798
2010-01-06,-0.7158047185987564
2010-01-07,-0.7043441079211387
2010-01-08,0.7570303189130524
2010-01-11,-0.8095843890813386
2010-01-12,0.850266403058417
2010-01-13,-0.8549843391828945
2010-01-14,0.861248749099029
2010-01-15,0.8780873550141371
2010-01-18,-0.8780873550141371
2010-01-19,-0.834996133418497
2010-01-20,0.85318100880695
2010-01-21,-0.8150615471978001
2010-01-22,0.8276014810730431
2010-01-25,-0.7899922089524664
2010-01-26,0.7916414724177607
2010-01-27,-0.7917929962130532
2010-01-28,-0.7202046884589811
2010-01-29,0.7009630422602477
2010-02-01,-0.7013750502047034
2010-02-02,-0.6808397607523631
2010-02-03,-0.6883437275256631
2010-02-04,0.6953698066465277
2010-02-05,0.6867169111942919
2010-02-08,-0.6654010533337381
2010-02-09,-0.6482675549794328
2010-02-10,0.6545727349217948
2010-02-11,-0.5705271922128274
2010-02-12,0.5544118784978638
2010-02-15,-0.5544118784978638
2010-02-16,-0.6351006968360825
2010-02-17,0.6753165157979523
2010-02-18,-0.6503981504938872
2010-02-19,-0.5638811048490291
2010-02-22,0.6299362377051217
2010-02-23,0.6502118803211477
2010-02-24,0.6360274593492152
2010-02-25,-0.682904833152819
2010-02-26,-0.6976268960807605
2010-03-01,-0.6716190957942135
2010-03-02,-0.6943744078098761
2010-03-03,0.7125102721275982
2010-03-04,0.7083634836679529
2010-03-05,-0.6716977519389732
2010-03-08,-0.6820947172607698
2010-03-09,0.6740353327880928
2010-03-10,-0.6565843713625135
2010-03-11,0.6535338384672887
2010-03-12,-0.6682258265863593
2010-03-15,0.680566795296992
2010-03-16,-0.6833649899529173
2010-03-17,0.7455951035736685
2010-03-18,-0.7521954431466016
2010-03-19,-0.6793536381674916
2010-03-22,0.6490766806009983
2010-03-23,-0.7098481971123087
2010-03-24,-0.6281214316324746
2010-03-25,0.5762613594881505
2010-03-26,0.5465347623955688
2010-03-29,0.6086513426699973
2010-03-30,0.6086513426699973
2010-03-31,0.021040446491946085
2010-04-01,-0.034098757899557575
2010-04-02,0.034098757899557575
2010-04-05,-0.0018127523560312886
2010-04-06,-0.014598714966102017
2010-04-07,0.018679545779153484
2010-04-08,0.018715749726320563
2010-04-09,-0.015291718629475787
2010-04-12,0.028217818862100952
2010-04-13,-0.03074535801710654
2010-04-14,-0.022576609608462722
2010-04-15,-0.03869177698231946
2010-04-16,0.04191633437400294
2010-04-19,0.005416580956979833
2010-04-20,0.023292552862358373
2010-04-21,0.026988623137410322
2010-04-22,-0.007522515927103651
2010-04-23,-0.012644474734911149
2010-04-26,0.034699618206939925
2010-04-27,0.03095335271645286
2010-04-28,-0.11023376217243498
2010-04-29,-0.06742792011720226
2010-04-30,0.045692436723025226
2010-05-03,-0.12848160489298552
2010-05-04,0.14778920696025
2010-05-05,-0.23070097343813412
2010-05-06,-0.2118954000763807
2010-05-07,0.38349813187611753
2010-05-10,-0.2913319244682537
2010-05-11,0.34150354464573185
2010-05-12,-0.25035307380868416
2010-05-13,0.22770526242584002
2010-05-14,0.27576336285149106
2010-05-17,-0.33136078360460597
2010-05-18,-0.2935702110187749
2010-05-19,0.43394694782139337
2010-05-20,0.5926885708330641
2010-05-21,0.7519419785671513
2010-05-24,-0.6300330296831748
2010-05-25,0.6642083670473057
2010-05-26,-0.4687194368706672
2010-05-27,-0.43940700053578796
2010-05-28,0.3994207056407967
2010-05-31,-0.3994207056407967
2010-06-01,0.5072425868192445
2010-06-02,-0.4782960095154265
2010-06-03,-0.35307395412648057
2010-06-04,0.41063468565339556
2010-06-07,-0.47000181758514553
2010-06-08,-0.47148764060147097
2010-06-09,-0.38854413789881503
2010-06-10,0.3316426125088814
2010-06-11,0.3291962087301272
2010-06-14,-0.25503833233017575
2010-06-15,0.23085539278787182
2010-06-16,-0.21924996784077938
2010-06-17,0.2083550147552262
2010-06-18,0.20690493220014053
2010-06-21,-0.1516666269790374
2010-06-22,0.22607584159877278
2010-06-23,0.2563730516354107
2010-06-24,-0.27059462852115235
2010-06-25,-0.29463235063801263
2010-06-28,0.2770825804186766
2010-06-29,-0.3707219640369175
2010-06-30,-0.4411879334918898
2010-07-01,-0.4854628426897035
2010-07-02,-0.43245510438927426
2010-07-05,0.43245510438927426
2010-07-06,-0.3544477233973639
2010-07-07,0.3723829582686272
2010-07-08,-0.28992948891211356
2010-07-09,0.24653826379090443
2010-07-12,0.2290031608477905
2010-07-13,-0.200579936973058
2010-07-14,0.213615987217457
2010-07-15,0.22428870746593138
2010-07-16,0.24236831540086698
2010-07-19,-0.27454491477502546
2010-07-20,-0.27795965182594895
2010-07-21,-0.20225327503827012
2010-07-22,0.22097249605073974
2010-07-23,-0.20021142566455866
2010-07-26,-0.18473861548704162
2010-07-27,0.12711271336857194
2010-07-28,0.17071355140496264
2010-07-29,0.15136404803707304
2010-07-30,0.16122504215239014
2010-08-02,-0.14672464797776272
2010-08-03,0.14377233179971596
2010-08-04,-0.15412620228136925
2010-08-05,-0.16424994528496792
2010-08-06,0.15722342161610658
2010-08-09,-0.13608777622267348
2010-08-10,-0.18556051917296082
2010-08-11,0.22619485478302656
2010-08-12,-0.291768023730281
2010-08-13,-0.28453082654821293
2010-08-16,0.3335817293968367
2010-08-17,-0.2988170902539873
2010-08-18,0.2780698617865221
2010-08-19,-0.2706526800551308
2010-08-20,0.3382564568785079
2010-08-23,-0.30427362835781097
2010-08-24,0.36989988957560616
2010-08-25,-0.39326823316118703
2010-08-26,-0.3697087716107211
2010-08-27,0.3692023072545505
2010-08-30,-0.29728088017182414
2010-08-31,0.3622647962225757
2010-09-01,-0.3343637470703633
2010-09-02,0.29026873002973386
2010-09-03,-0.22970219866586902
2010-09-06,0.22970219866586902
2010-09-07,0.24051342799996273
2010-09-08,-0.2521133078597878
2010-09-09,-0.2167227395036964
2010-09-10,-0.23282788756574535
2010-09-13,0.1703663685538778
2010-09-14,0.1995324231908785
2010-09-15,-0.19765042235046343
2010-09-16,-0.1951648563805891
2010-09-17,0.16511356509829245
2010-09-20,0.17786004994667398
2010-09-21,0.18430001202736981
2010-09-22,0.2287775369943123
2010-09-23,-0.25683693335427404
2010-09-24,-0.22566833864602404
2010-09-27,0.22238001321002904
2010-09-28,0.24614989320566907
2010-09-29,-0.2650828723653681
2010-09-30,-0.2593773654753426
2010-10-01,-0.2455450945319023
2010-10-04,0.26244775805550424
2010-10-05,-0.20557800129081183
2010-10-06,0.18708959618014648
2010-10-07,-0.18013479383372727
2010-10-08,0.18346968859483836
2010-10-11,-0.16638516629563543
2010-10-12,0.15381195681060278
2010-10-13,-0.09408001063326488
2010-10-14,0.1370225795166154
2010-10-15,-0.15061672702585377
2010-10-18,0.15498086864921196
2010-10-19,-0.1344232693836051
2010-10-20,0.16020990396265927
2010-10-21,-0.1326450125156058
2010-10-22,-0.07759594126628477
2010-10-25,0.09627578573919726
2010-10-26,-0.12031438870931294
2010-10-27,0.09701227949615798
2010-10-28,0.06445923585875962
2010-10-29,0.07641515471807989
2010-11-01,-0.100451421122671
2010-11-02,-0.09530676129495119
2010-11-03,0.07192310597430407
2010-11-04,0.013909384993950447
2010-11-05,-0.010336325210233754
2010-11-08,-0.02979871008178997
2010-11-09,0.02650540764683651
2010-11-10,-0.018399716543504863
2010-11-11,0.03818470005825636
2010-11-12,-0.020395902997504295
2010-11-15,-0.039088121327668784
2010-11-16,0.020393964565902728
2010-11-17,0.03521168163311758
2010-11-18,0.003121277461322819
2010-11-19,0.011022129123910318
2010-11-22,-0.04543550707340571
2010-11-23,0.0429236627950243
2010-11-24,-0.055215670177235276
2010-11-25,0.055215670177235276
2010-11-26,-0.08861485866693974
2010-11-29,0.13529713811503305
2010-11-30,0.1792005716840521
2010-12-01,-0.12937541945141723
2010-12-02,0.10221710447919422
2010-12-03,0.05917819596521018
2010-12-06,0.0052151540354227754
2010-12-07,-0.06008661897107814
2010-12-08,-0.04817649572035637
2010-12-09,0.08470643304519967
2010-12-10,-0.07888267701077875
2010-12-13,-0.11112824076001052
2010-12-14,0.08678102241222124
2010-12-15,-0.11183813124923758
2010-12-16,-0.1178145150728796
2010-12-17,0.10899005378712862
2010-12-20,0.1148874923213643
2010-12-21,-0.10869511354157169
2010-12-22,0.10302637736936288
2010-12-23,-0.1126730275702037
2010-12-24,0.1126730275702037
2010-12-27,-0.06849233466860671
2010-12-28,0.030781969179962287
2010-12-29,-0.0786438532367939
2010-12-30,0.0895769674882449
2010-12-31,-0.0838791096861713
2011-01-03,-0.08095838036916858
2011-01-04,-0.08095838036916858
2011-01-05,-0.3624481202416952
2011-01-06,0.3459001537137394
2011-01-07,0.11293869011321211
2011-01-10,0.11146355898475713
2011-01-11,-0.1058128176541171
2011-01-12,-0.2620914353519741
2011-01-13,0.28481503175877015
2011-01-14,0.2344893432495515
2011-01-17,-0.2344893432495515
2011-01-18,-0.14603290331245283
2011-01-19,0.24790793313977488
2011-01-20,-0.2572493394829496
2011-01-21,-0.21353166245391236
2011-01-24,0.27753193198039416
2011-01-25,-0.18140881820501203
2011-01-26,-0.1288719759427927
2011-01-27,-0.23312944186921927
2011-01-28,0.11009468917758736
2011-01-31,0.33725546584737853
2011-02-01,-0.4859293033955354
2011-02-02,0.4254725611633798
2011-02-03,-0.4871018749348225
2011-02-04,0.4525739296961142
2011-02-07,-0.3647689175315922
2011-02-08,0.2509510578794651
2011-02-09,-0.3147155771250507
2011-02-10,0.37653971036766615
2011-02-11,-0.44847234215534615
2011-02-14,-0.33139980132897595
2011-02-15,0.23119426015655695
2011-02-16,0.17518964096805736
2011-02-17,0.2715810006228765
2011-02-18,-0.3559890608684468
2011-02-21,0.3559890608684468
2011-02-22,0.3364945555835349
2011-02-23,0.865382986547544
2011-02-24,-1.0525705688034503
2011-02-25,-0.9723799062883134
2011-02-28,1.0203695940471857
2011-03-01,-0.9556588089322361
2011-03-02,1.1547220639596067
2011-03-03,-1.3000091349912304
2011-03-04,1.3163045645791556
2011-03-07,1.461696795745591
2011-03-08,1.4352140770253161
2011-03-09,-1.4587099240533157
2011-03-10,1.4750733576419437
2011-03-11,-1.3311541668393192
2011-03-14,-1.2339628254007033
2011-03-15,1.2984183321470972
2011-03-16,-1.0656843975752173
2011-03-17,1.021062592081472
2011-03-18,-1.2675434359592106
2011-03-21,1.349574455940848
2011-03-22,-1.353531050783611
2011-03-23,1.4948956890724934
2011-03-24,-1.5337026387700359
2011-03-25,1.5761548274239459
2011-03-28,-1.5552978700000746
2011-03-29,1.4729681652592908
2011-03-30,-1.5159555701681129
2011-03-31,1.4938462590732473
2011-04-01,-1.793332350143998
2011-04-04,1.8937189109575607
2011-04-05,-1.8625463408848604
2011-04-06,-1.8623914294054535
2011-04-07,1.9453554571607878
2011-04-08,-2.0726419168178065
2011-04-11,2.281885673263502
2011-04-12,1.9708033622417163
2011-04-13,-1.805715450790476
2011-04-14,1.8292244218149811
2011-04-15,-1.9198526776687626
2011-04-18,-1.9352920620479264
2011-04-19,1.7923853235026523
2011-04-20,-1.8775120326598254
2011-04-21,-2.094895955262904
2011-04-22,2.094895955262904
2011-04-25,2.1625345915377903
2011-04-26,2.1516222810983425
2011-04-27,-2.1964166134796157
2011-04-28,2.278426720770776
2011-04-29,-2.2790134542146667
2011-05-02,2.346855873325919
2011-05-03,2.323121198277693
2011-05-04,-2.186836588128507
2011-05-05,2.0920203340920445
2011-05-06,-1.4896238997887208
2011-05-09,1.2967702242430026
2011-05-10,-1.5177047029187818
2011-05-11,-1.6326205504856122
2011-05-12,1.2606526834721785
2011-05-13,-1.3186908468791119
2011-05-16,1.2897391896310917
2011-05-17,1.140872417219548
2011-05-18,-1.222214497585302
2011-05-19,-1.3493914909522835
2011-05-20,1.2858170660800474
2011-05-23,1.2467879887471465
2011-05-24,-1.111863820788757
2011-05-25,1.2465090184833878
2011-05-26,-1.3581531420506363
2011-05-27,1.3038102286072109
2011-05-30,-1.3038102286072109
2011-05-31,-1.3812313083339989
2011-06-01,1.5258177507185304
2011-06-02,-1.3392564527321502
2011-06-03,1.490562794963446
2011-06-06,-1.5128844370720604
2011-06-07,1.3601672205537796
2011-06-08,1.4655862325300066
2011-06-09,-1.5193009157294517
2011-06-10,-1.5598659511434951
2011-06-13,1.3505165692075491
2011-06-14,-1.2353158607341093
2011-06-15,1.460343588135415
2011-06-16,1.0510104462717433
2011-06-17,-1.141163392198786
2011-06-20,1.0078265577713088
2011-06-21,-1.0762076922431016
2011-06-22,1.0878044324518839
2011-06-23,1.1539755119873392
2011-06-24,-0.9428816793280687
2011-06-27,0.8354280497913517
2011-06-28,-0.8565485407488691
2011-06-29,-1.0501350711603312
2011-06-30,1.1425002967891613
2011-07-01,-1.1709823867210751
2011-07-04,1.1709823867210751
2011-07-05,1.124192022537786
2011-07-06,1.2703751209946377
2011-07-07,-1.2436490068728694
2011-07-08,1.3624725841544352
2011-07-11,-1.0733323122313905
2011-07-12,-0.9891108740326489
2011-07-13,-1.0831062953343202
2011-07-14,1.19380165795769
2011-07-15,-1.093120638655627
2011-07-18,1.1343987376488245
2011-07-19,-1.072473771023731
2011-07-20,1.1842928994709463
2011-07-21,-1.2497471819012347
2011-07-22,1.3224127650577042
2011-07-25,-1.3506614618473993
2011-07-26,1.270023169790645
2011-07-27,-1.2591456612089904
2011-07-28,1.1361096612521246
2011-07-29,1.1090126017606803
2011-08-01,-0.9863534206306601
2011-08-02,0.8407010069083154
2011-08-03,-0.821532016292547
2011-08-04,-0.9503675163804235
2011-08-05,0.6047697993500527
2011-08-08,-0.887015056791201
2011-08-09,0.3530089612796981
2011-08-10,0.39714260157976383
2011-08-11,-0.4122342377930811
2011-08-12,-0.5188680725788264
2011-08-15,0.5835695164715067
2011-08-16,-0.69738892097407
2011-08-17,0.6618530575339965
2011-08-18,0.7007724500772754
2011-08-19,-0.38181897578356094
2011-08-22,-0.41291399073488455
2011-08-23,0.5893128789323079
2011-08-24,-0.6668356969724888
2011-08-25,-0.6022249479528037
2011-08-26,0.6462622982639503
2011-08-29,-0.6180787143955568
2011-08-30,0.7782262406684064
2011-08-31,-0.7343498911624236
2011-09-01,-0.7957204125330204
2011-09-02,0.7508712628866754
2011-09-05,-0.7508712628866754
2011-09-06,0.5739950105236896
2011-09-07,-0.5143495864671306
2011-09-08,0.7735551564038774
2011-09-09,0.6790894796813927
2011-09-12,-0.5082191354959251
2011-09-13,-0.7015606965114918
2011-09-14,0.7304008182689152
2011-09-15,-0.632220005835811
2011-09-16,0.6946774812512906
2011-09-19,0.573399961227538
2011-09-20,-0.4289127909907689
2011-09-21,0.4812766527356966
2011-09-22,0.5058024380591457
2011-09-23,-0.24046153116858662
2011-09-26,-0.22090301401012027
2011-09-27,0.2945558307413421
2011-09-28,0.49614473727568664
2011-09-29,-0.30712986360326394
2011-09-30,0.5394092442039291
2011-10-03,-0.3510782880307608
2011-10-04,0.2217955324721689
2011-10-05,-0.34362165474202755
2011-10-06,0.36106119952593985
2011-10-07,-0.442617632172034
2011-10-10,0.39026657823823985
2011-10-11,0.39026657823823985
2011-10-12,-0.1867717219164986
2011-10-13,0.228647304661286
2011-10-14,-0.306352016274115
2011-10-17,0.3544222583973098
2011-10-18,0.18421023273187406
2011-10-19,-0.04145998905690193
2011-10-20,0.0897710308739918
2011-10-21,0.04135856182680392
2011-10-24,0.09430014505024609
2011-10-25,-0.17988672177462217
2011-10-26,0.4109294436373064
2011-10-27,-0.48496265021421436
2011-10-28,0.24408185596310455
2011-10-31,0.3540161409600474
2011-11-01,0.37647267522778316
2011-11-02,-0.7074325003802566
2011-11-03,0.7545671151375223
2011-11-04,0.611923721919396
2011-11-07,0.7032636552214694
2011-11-08,-0.7840864159082235
2011-11-09,0.5515026626033291
2011-11-10,-0.640405914663282
2011-11-11,0.5492172371183389
2011-11-14,0.4331283560242106
2011-11-15,0.44194105181187915
2011-11-16,-0.5796108210754497
2011-11-17,-0.5281867098555004
2011-11-18,0.42236782379534643
2011-11-21,-0.2906314776046792
2011-11-22,-0.1638062232293438
2011-11-23,-0.07983379373069718
2011-11-24,0.07983379373069718
2011-11-25,0.0832393359258817
2011-11-28,-0.23723225620507604
2011-11-29,0.12920818267208775
2011-11-30,-0.3324806219526094
2011-12-01,0.08888006010624772
2011-12-02,0.016015025581942677
2011-12-05,-0.264938365451028
2011-12-06,0.3448187807622274
2011-12-07,0.3746779384280133
2011-12-08,-0.36442120767135444
2011-12-09,0.3602183934734171
2011-12-12,-0.2706215241729142
2011-12-13,0.4435666495062526
2011-12-14,0.6801603043717166
2011-12-15,-0.653301932179276
2011-12-16,0.6242725753035483
2011-12-19,-0.7327511149565314
2011-12-20,-0.8127981881456907
2011-12-21,-0.7710328994210228
2011-12-22,0.8228065183686007
2011-12-23,-0.7985026335723034
2011-12-26,0.7985026335723034
2011-12-27,-0.7377999129232184
2011-12-28,0.7441681301415413
2011-12-29,0.9190471721947246
2011-12-30,-0.8935516631311291
2012-01-02,-0.8935516631311291
2012-01-03,-0.9987924501843433
2012-01-04,0.8951250397730142
2012-01-05,-1.0848156099056498
2012-01-06,1.2486617493562613
2012-01-09,1.3993930566820398
2012-01-10,-1.3753012250806527
2012-01-11,1.3882374938514106
2012-01-12,-1.484721694897399
2012-01-13,1.384382849926411
2012-01-16,-1.384382849926411
2012-01-17,-1.6109605124977593
2012-01-18,1.6124157632591978
2012-01-19,-1.504675336171804
2012-01-20,1.3972165619160224
2012-01-23,1.3577189861713095
2012-01-24,1.2787843035586226
2012-01-25,-1.327245077046428
2012-01-26,1.5173410067754647
2012-01-27,-1.585234421512805
2012-01-30,1.6082653237925737
2012-01-31,-1.6694422310725172
2012-02-01,1.5969948641034237
2012-02-02,-1.5885807260654943
2012-02-03,-1.6380883460200266
2012-02-06,1.640240554128041
2012-02-07,-1.6845885013525115
2012-02-08,-1.6481685998028581
2012-02-09,1.6560614551070616
2012-02-10,1.5622193473024213
2012-02-13,-1.6900068280339817
2012-02-14,1.79779160410697
2012-02-15,-1.8923515911059967
2012-02-16,-1.891930465904824
2012-02-17,-1.7782636276662405
2012-02-20,1.7782636276662405
2012-02-21,-0.0
2012-02-22,-1.794816986091378
2012-02-23,1.884057521628056
2012-02-24,1.890485438311042
2012-02-27,1.9102156926486253
2012-02-28,-2.0317027387454702
2012-02-29,-1.9666800262784743
2012-03-01,-1.9022328447974646
2012-03-02,1.930673925076544
2012-03-05,-2.057747894012316
2012-03-06,1.888400982570872
2012-03-07,-1.9254453251583175
2012-03-08,-1.960932250050709
2012-03-09,-1.826879006188737
2012-03-12,2.021240215048468
2012-03-13,-1.927763732475574
2012-03-14,-1.9395970343714415
2012-03-15,1.7446315319522367
2012-03-16,1.5600120510541136
2012-03-19,1.5751955967810085
2012-03-20,-1.4681591140523513
2012-03-21,1.537988116782719
2012-03-22,1.5613908334973772
2012-03-23,-1.601604706066551
2012-03-26,-1.58207426639311
2012-03-27,1.5192772672992898
2012-03-28,1.6483704743142527
2012-03-29,1.6575902871917154
2012-03-30,-1.68447294710042
2012-04-02,-1.4333415930165163
2012-04-03,1.49416351269167
2012-04-04,-1.408434178478
2012-04-05,1.469287855260219
2012-04-06,-1.469287855260219
2012-04-09,1.652030223846309
2012-04-10,-1.680302058212332
2012-04-11,-1.6387770792340963
2012-04-12,1.6268393666528183
2012-04-13,1.6455993230960986
2012-04-16,1.8213969000543744
2012-04-17,-1.7997967522616927
2012-04-18,1.8156140180252027
2012-04-19,1.8405944603513296
2012-04-20,-1.76533190986712
2012-04-23,1.7498335975222095
2012-04-24,-1.7812927423476723
2012-04-25,-1.7332356500918262
2012-04-26,1.7788300193305195
2012-04-27,-1.845766614420958
2012-04-30,1.8610428476179963
2012-05-01,-1.7715023871105628
2012-05-02,-1.724799164331921
2012-05-03,-1.8268588423787069
2012-05-04,1.836436697096846
2012-05-07,-1.9531739262986791
2012-05-08,-1.9386049653532438
2012-05-09,1.96823555063874
2012-05-10,-1.985785207040417
2012-05-11,1.9939852194576204
2012-05-14,-2.024476690352034
2012-05-15,-2.0253878823511076
2012-05-16,-1.9974465001314285
2012-05-17,1.9417079906410257
2012-05-18,-1.839840211395734
2012-05-21,-1.6391177626252817
2012-05-22,-1.7519595609965033
2012-05-23,1.8807041560537576
2012-05-24,-2.0038782577893994
2012-05-25,2.0304342836661604
2012-05-28,-2.0304342836661604
2012-05-29,2.1234246909352703
2012-05-30,2.2038354765141395
2012-05-31,-2.3033769624066673
2012-06-01,2.1022528266467004
2012-06-04,-2.0767519345885974
2012-06-05,-1.9577195775949576
2012-06-06,2.0842183704089905
2012-06-07,-1.9367004025212635
2012-06-08,1.9742987992736112
2012-06-11,-1.9878251077905096
2012-06-12,2.014443890910474
2012-06-13,-2.0137420529566255
2012-06-14,2.0297502430299876
2012-06-15,-2.095039069450125
2012-06-18,-2.069880151945094
2012-06-19,-2.159355851471418
2012-06-20,-2.0540541020876644
2012-06-21,2.0914223836043058
2012-06-22,-2.1466635030439436
2012-06-25,2.184341604663334
2012-06-26,-2.2560880764473312
2012-06-27,2.3471601207898662
2012-06-28,2.400671321717219
2012-06-29,-2.4440240610048005
2012-07-02,2.244290820884193
2012-07-03,2.357601139461598
2012-07-04,-2.357601139461598
2012-07-05,-2.497412241063732
2012-07-06,2.638950890401351
2012-07-09,-2.7673968021866093
2012-07-10,-2.856733658111167
2012-07-11,2.888448643434578
2012-07-12,-2.974568803787518
2012-07-13,3.0861336123750043
2012-07-16,3.115917692026759
2012-07-17,3.115917692026759
2012-07-18,0.014838509341683459
2012-07-19,-0.0047312233006202575
2012-07-20,-0.002517823065761149
2012-07-23,-0.07437108397523992
2012-07-24,-0.04908618984070688
2012-07-25,0.07258878706890273
2012-07-26,-0.01439766146606486
2012-07-27,0.021039712148293144
2012-07-30,-0.0017746570143345741
2012-07-31,0.03424173016281537
2012-08-01,-0.11190142511174883
2012-08-02,0.029860248587282062
2012-08-03,-0.022386516624969738
2012-08-06,0.012627470973625515
2012-08-07,0.019029000749926722
2012-08-08,0.030154084599660125
2012-08-09,-0.07690180486600426
2012-08-10,0.07471539755726815
2012-08-13,-0.10597040623121591
2012-08-14,-0.06996547533260764
2012-08-15,0.09065476138629906
2012-08-16,0.0776604116412518
2012-08-17,0.08431675777794523
2012-08-20,0.10903353947007648
2012-08-21,-0.15274020875546135
2012-08-22,0.11287311594994473
2012-08-23,0.11885516916589187
2012-08-24,-0.11095484349221382
2012-08-27,-0.14437924282935743
2012-08-28,0.1394587601033135
2012-08-29,-0.1478196431198145
2012-08-30,0.1157920547356167
2012-08-31,-0.10171410640354006
2012-09-03,0.10171410640354006
2012-09-04,0.04303804085870769
2012-09-05,-0.07424304843391188
2012-09-06,-0.10546227535762245
2012-09-07,0.1777644343057898
2012-09-10,-0.1643263433789962
2012-09-11,0.1658515779710632
2012-09-12,-0.1671663191890509
2012-09-13,0.17843062462933312
2012-09-14,-0.2775740029684716
2012-09-17,0.373205050827368
2012-09-18,0.32515697612000855
2012-09-19,-0.32843931663242404
2012-09-20,0.29898672304722845
2012-09-21,-0.31245979792841994
2012-09-24,0.2652290101512602
2012-09-25,-0.2867133205761794
2012-09-26,0.25193800338386746
2012-09-27,-0.2423869027148819
2012-09-28,0.2388854636963475
2012-10-01,-0.17227889434615598
2012-10-02,0.18655779233994946
2012-10-03,0.18898117156605915
2012-10-04,-0.2113117493791316
2012-10-05,-0.29134383518795504
2012-10-08,0.31095617230020134
2012-10-09,-0.28912368361565144
2012-10-10,0.2961144671113492
2012-10-11,0.2954813496530213
2012-10-12,0.349883617236627
2012-10-15,-0.27545089225774355
2012-10-16,-0.32554595147548654
2012-10-17,-0.37431199150845595
2012-10-18,0.3839789766798296
2012-10-19,0.42011948043505837
2012-10-22,0.3841867549555842
2012-10-23,0.2959206730548621
2012-10-24,-0.3313969872171337
2012-10-25,-0.3251882030366733
2012-10-26,0.29822588604889866
2012-10-29,-0.29822588604889866
2012-10-30,0.0
2012-10-31,0.37719286119034423
2012-11-01,-0.3795753718341552
